budget,popularity,revenue,runtime,title,vote average
8000000,0.719996,0,89,Top Cat Begins,5.3
60000000,59.248437,313542341,135,A Beautiful Mind,7.7
45000000,90.457886,788241776,89,The Lion King,8
79000000,40.723459,355692760,94,Journey 2: The Mysterious Island,5.8
78000000,41.247402,248384621,95,Cloudy with a Chance of Meatballs 2,6.4
78000000,10.083905,209196298,124,Red Dragon,6.7
100000000,16.759252,108103450,136,Hidalgo,6.5
79000000,22.132418,149673788,91,Jack and Jill,4.1
76000000,10.520961,236350661,107,2 Fast 2 Furious,6.2
64000000,35.384423,97571250,92,The Little Prince,7.6
80000000,15.673154,15071514,99,The Invasion,5.7
76000000,8.981427,35134820,88,The Adventures of Rocky & Bullwinkle,3.9
75000000,31.482872,875958308,87,The Secret Life of Pets,5.9
78000000,47.436675,179265204,110,The League of Extraordinary Gentlemen,5.7
76000000,136.886704,970761885,98,Despicable Me 2,7
75000000,60.442593,816969268,145,Independence Day,6.7
73000000,2.502487,229074524,129,The Lost World: Jurassic Park,6.2
75000000,48.110909,532680671,86,Madagascar,6.6
76000000,35.387874,69959751,109,Children of Men,7.4
75000000,4.66891,296339527,104,X-Men,6.8
75000000,73.82289,258270008,110,Wanted,6.4
75000000,51.469576,335062621,136,The Rock,6.9
80000000,85.115058,660940780,91,Ice Age: The Meltdown,6.5
75000000,61.437586,196482882,99,50 First Dates,6.6
50000000,31.160542,90450008,117,Hairspray,6.5
80000000,15.761384,78000586,114,Exorcist: The Beginning,4.7
75000000,17.561955,0,78,Inspector Gadget,4.3
75000000,71.124686,117698894,115,Now You See Me,7.3
80000000,38.864027,271430189,102,Grown Ups,6
60000000,57.753914,219417255,128,The Terminal,7
35000000,13.25753,73034460,100,Hotel for Dogs,5.7
75000000,13.318744,215663859,124,Vertical Limit,5.9
75000000,18.70031,119000410,102,Charlie Wilson's War,6.5
75000000,47.094369,367275019,90,Shark Tale,5.8
70000000,14.486311,154937680,134,Dreamgirls,6.6
53000000,18.61472,95226116,118,Be Cool,5.4
70000000,29.035222,130358911,164,Munich,6.9
70000000,27.055085,85632458,121,Tears of the Sun,6.4
75000000,23.004607,98159963,100,Killers,5.7
75000000,48.744209,108145109,116,The Man from U.N.C.L.E.,7.1
80000000,14.209329,55041367,130,Spanglish,5.8
75000000,36.368839,140175006,91,Monster House,6.3
75000000,24.353302,67631903,123,Bandits,6.2
55000000,19.143321,127600435,134,First Knight,5.9
75000000,13.327372,0,148,Anna and the King,6.4
75000000,37.917002,226904017,110,Immortals,5.7
52000000,23.663713,77944725,113,Hostage,6.2
75000000,14.44381,36754634,94,Titan A.E.,6.3
75000000,10.605084,51142659,116,Hollywood Homicide,5
75000000,11.873856,14567883,99,Soldier,6.1
0,12.708963,5802422,84,Carriers,5.8
75000000,8.098369,5409517,93,Monkeybone,4.3
45000000,20.374308,21009180,113,Flight of the Phoenix,5.7
75000000,42.006908,248118121,106,Unbreakable,6.9
74000000,875.581305,1156730962,91,Minions,6.4
82000000,39.127082,89792502,110,Sucker Punch,5.9
73000000,20.790703,103891409,98,Snake Eyes,5.8
75000000,18.65988,13100000,134,Sphere,5.8
73000000,45.720894,349779543,97,The Angry Birds Movie,5.9
70000000,21.789615,111231041,112,Fool's Gold,5.4
75000000,20.199057,61458982,146,Funny People,5.7
70000000,26.123705,86658558,110,The Kingdom,6.5
72500000,12.599836,162966177,116,Talladega Nights: The Ballad of Ricky Bobby,6.2
70000000,13.543053,176104344,87,Dr. Dolittle 2,4.9
72000000,60.722162,210000000,177,Braveheart,7.7
72000000,32.227223,96889998,125,Jarhead,6.6
75000000,46.875375,527068851,87,The Simpsons Movie,6.9
72000000,11.215702,37317558,152,The Majestic,6.6
94000000,8.468586,54744738,116,Driven,4.5
74500000,8.884318,62172050,109,Two Brothers,6.9
60000000,27.491891,256697520,108,The Village,6.2
71000000,21.462935,294456605,85,Doctor Dolittle,5.4
72000000,28.848187,408247917,106,Signs,6.4
150000000,47.320801,919838758,93,Shrek 2,6.7
120000000,82.643036,461983149,117,Cars,6.6
70000000,20.230535,309457509,116,Runaway Bride,5.7
70000000,46.217769,277448382,124,xXx,5.8
74000000,36.952268,311594032,93,The SpongeBob Movie: Sponge Out of Water,5.8
80000000,16.411345,309492681,117,Ransom,6.4
70000000,72.595961,319131050,153,Inglourious Basterds,7.9
70000000,33.648404,300854823,144,Hook,6.6
70000000,57.69847,240031094,124,Die Hard 2,6.6
80000000,34.052253,116643346,117,S.W.A.T.,5.8
68000000,27.299301,203388341,136,Vanilla Sky,6.5
75000000,20.219385,42285169,110,Lady in the Water,5.3
70000000,42.957216,171183863,101,AVP: Alien vs. Predator,5.5
75000000,29.412262,443140005,88,Alvin and the Chipmunks: The Squeakquel,5.4
75000000,19.708731,114660784,138,We Were Soldiers,6.7
70000000,59.428223,161025640,120,Olympus Has Fallen,6.2
70000000,19.711951,118000000,103,Star Trek: Insurrection,6.3
70000000,49.199234,202466756,116,Battle: Los Angeles,5.5
70000000,46.199482,122919055,125,Big Fish,7.6
0,13.758526,0,125,Wolf,6
66000000,29.505574,177584879,146,War Horse,7
70000000,43.873266,154984035,118,The Monuments Men,5.8
70000000,24.961625,90000098,139,The Abyss,7.1
70000000,23.25645,134748021,133,Wall Street: Money Never Sleeps,5.8
70000000,64.457947,215529201,92,Dracula Untold,6.2
70000000,20.089933,116672912,116,The Siege,6
70000000,48.032734,135560026,127,Stardust,7.1
70000000,16.92991,131457682,136,Seven Years in Tibet,7
70000000,14.780634,67112664,111,The Dilemma,5.2
70000000,14.086292,65977295,116,Bad Company,5.4
60000000,29.261348,55987321,105,Doom,5
70000000,13.267631,33561137,97,I Spy,5.2
70000000,58.401204,160112671,88,Underworld: Awakening,6.1
75000000,23.515938,59418613,123,Rock of Ages,6
70000000,14.244518,32287044,125,Hart's War,5.9
66000000,29.501489,57777106,116,Killer Elite,6.1
0,9.306253,0,98,Rollerball,3.4
70000000,8.37378,19924033,91,Ballistic: Ecks vs. Sever,4.3
70000000,10.930537,19870567,97,Hard Rain,5.5
75000000,10.54544,13596911,95,Osmosis Jones,5.9
70000000,6.682006,18662027,88,Legends of Oz: Dorothy's Return,5.9
70000000,46.832372,17752940,133,Blackhat,5.1
70000000,24.664776,57958696,107,Sky Captain and the World of Tomorrow,5.7
70000000,13.483387,38629478,114,Basic Instinct 2,4.6
50000000,44.478043,122915111,115,Escape Plan,6.7
70000000,25.020428,61279452,99,The Legend of Hercules,4.4
68000000,22.392544,193000000,124,The Sum of All Fears,5.9
68000000,107.069763,698491347,124,The Twilight Saga: Eclipse,5.8
68000000,22.572323,71069884,124,The Score,6.7
69000000,113.858273,543513985,95,Despicable Me,7.1
60000000,10.004564,35431113,103,Money Train,5.4
68000000,68.734513,217022588,115,Ted 2,6.2
70000000,18.888806,39041505,127,Agora,6.9
68000000,12.948627,29762011,121,Mystery Men,5.7
36000000,27.11589,83160734,105,Hall Pass,5.4
90000000,26.153669,60289912,157,The Insider,7.3
80000000,28.223664,52099090,114,The Finest Hours,6.3
70000000,37.507136,113280098,128,Body of Lies,6.5
69000000,11.023691,86387857,114,Dinner for Schmucks,5.5
69000000,38.634767,112265139,94,Abraham Lincoln: Vampire Hunter,5.5
66000000,25.877794,212404396,112,Entrapment,6
66000000,18.59991,189198313,121,The X Files,6.6
67000000,12.282911,25303038,102,The Last Legion,5
70000000,76.041867,481840909,169,Saving Private Ryan,7.9
66000000,54.81489,203277636,130,Need for Speed,6.1
70000000,31.39165,374111707,127,What Women Want,6.1
59000000,99.561972,383257136,81,Ice Age,7.1
68000000,26.792794,75715436,136,Dreamcatcher,5.3
65000000,36.307296,275293450,149,Lincoln,6.7
63000000,104.309993,463517383,136,The Matrix,7.9
52000000,68.140214,355237933,140,Apollo 13,7.3
65000000,14.646884,172855065,104,The Santa Clause 2,5.5
61000000,48.356214,441809770,157,Les Misérables,7.1
65000000,28.540267,250821495,119,You've Got Mail,6.3
65000000,22.977983,128107642,98,Step Brothers,6.5
95000000,31.086791,250288523,136,The Mask of Zorro,6.3
65000000,43.865294,211780824,95,Due Date,6.2
65000000,43.055253,163442937,137,Unbroken,7.3
65000000,15.772081,128884132,130,Space Cowboys,6.3
70000000,26.19909,255000211,112,Cliffhanger,6.1
50000000,22.769108,150270147,108,Broken Arrow,5.7
65000000,18.281798,69700000,104,The Kid,6
63000000,24.697533,162945894,128,World Trade Center,5.9
65000000,19.718544,0,117,Mona Lisa Smile,6.5
65000000,31.349143,179379533,83,The Dictator,5.9
65000000,27.870312,162091208,159,Eyes Wide Shut,7.1
65000000,33.439187,133821816,119,Annie,6
50100000,59.634029,153962963,105,Focus,6.7
65000000,38.994297,156974557,103,This Means War,5.9
65000000,49.660055,128905366,123,Blade: Trinity,5.7
4200000,11.743085,38376497,114,Red Dawn,6.4
65000000,9.110247,0,143,Primary Colors,6.1
65000000,6.227675,240159255,95,Resident Evil: Retribution,5.6
45000000,42.57877,73762516,105,Death Race,6
65000000,15.858629,89456761,120,The Long Kiss Goodnight,6.5
65000000,14.866901,0,135,Proof of Life,6
65000000,15.194239,64321501,101,Zathura: A Space Adventure,6.1
63000000,146.757391,100853753,139,Fight Club,8.3
65000000,8.629665,43545364,124,We Are Marshall,6.7
65000000,16.803457,17218080,100,Hudson Hawk,5.4
65000000,2.952595,0,105,Lucky Numbers,4.9
65000000,31.324734,71154592,92,"I, Frankenstein",5
50000000,20.415572,42093706,130,Oliver Twist,6.7
43000000,28.613892,56681566,97,Elektra,4.8
65000000,85.428395,39407616,102,Sin City: A Dame to Kill For,6.3
64000000,4.137237,74608570,133,Random Hearts,5.3
55000000,60.246978,203427584,121,Everest,6.7
50000000,42.551902,132180323,147,Perfume: The Story of a Murderer,7.1
63000000,40.137264,296655431,94,Austin Powers in Goldmember,5.9
65000000,24.857079,44091067,94,Astro Boy,6.1
63000000,40.413191,920100000,127,Jurassic Park,7.6
63000000,13.859307,25052000,191,Wyatt Earp,6.5
62000000,18.832471,215887717,141,Clear and Present Danger,6.4
65000000,9.568884,121545703,127,Dragon Blade,5.9
64000000,12.421504,101595121,98,Little Man,5.3
62000000,18.096884,127666415,116,U-571,6.1
62000000,11.056763,107879496,106,The American President,6.5
62000000,13.218008,41819064,87,The Love Guru,4.3
62000000,11.262655,18720175,125,3000 Miles to Graceland,5.8
44000000,68.717016,155760117,167,The Hateful Eight,7.6
53000000,19.412028,0,93,Blades of Glory,5.9
63000000,16.791058,183953723,95,Hop,5.5
65000000,65.197968,422610419,117,300,7
80000000,32.829538,516642939,115,Meet the Fockers,6.1
60000000,30.951203,244082376,115,Marley & Me,6.9
60000000,103.698022,284600000,189,The Green Mile,8.2
0,31.719463,253625427,100,Wild Hogs,5.6
150000000,47.973995,314432665,81,Chicken Little,5.6
61000000,143.041543,369330363,145,Gone Girl,7.9
60000000,86.476817,214034224,119,The Bourne Identity,7.3
58000000,59.824565,352194034,130,GoldenEye,6.6
60000000,18.345613,149705852,116,The General's Daughter,6.1
60000000,56.488027,264118201,103,The Truman Show,7.8
70000000,29.464852,218613188,99,The Prince of Egypt,6.8
60000000,18.106021,164433867,92,Daddy Day Care,5.6
61000000,42.881415,131940411,109,2 Guns,6.6
60000000,18.735024,93375151,87,Cats & Dogs,5
60000000,62.766854,176070171,110,The Italian Job,6.6
60000000,24.153567,93354918,101,Two Weeks Notice,5.9
60000000,41.515702,171757863,83,Antz,6
70000000,26.676487,171844840,113,Couples Retreat,5.3
60000000,16.278022,157920733,107,Days of Thunder,5.9
60000000,18.831023,129181830,94,Cheaper by the Dozen 2,5.7
61000000,113.161483,311256926,132,Maze Runner: The Scorch Trials,6.4
60000000,28.800112,204594016,133,Eat Pray Love,5.8
60000000,19.705489,0,125,The Family Man,6.5
58000000,41.430245,71664962,111,RED,6.6
55000000,23.127561,100230832,163,Any Given Sunday,6.8
60000000,12.867352,186883563,170,The Horse Whisperer,6.7
65000000,44.815022,217764291,120,Collateral,7
60000000,37.537093,165333180,92,The Scorpion King,5.3
60000000,10.99991,74541707,115,Ladder 49,6.2
60000000,56.868399,218340595,130,Jack Reacher,6.3
60000000,22.991269,73648228,105,Deep Blue Sea,5.6
60000000,15.798622,0,111,This Is It,6.7
60000000,38.820858,137551594,106,Contagion,6.2
0,10.292864,0,89,Kangaroo Jack,4.3
60000000,51.146047,124596398,100,Coraline,7.3
60000000,20.501582,163403799,91,The Happening,4.9
70000000,45.299089,130293714,146,Man on Fire,7.3
50000000,4.280619,61112916,98,The Shaggy Dog,4.5
60000000,28.848842,170268750,101,Starsky & Hutch,5.6
60000000,22.501041,129832389,89,Jingle All the Way,5.5
66000000,47.479755,99318987,122,Hellboy,6.5
70000000,10.147321,56702901,115,A Civil Action,6.1
60000000,39.539045,107139399,90,ParaNorman,6.7
60000000,19.747459,159330280,124,The Jackal,6.1
60000000,29.018826,96269812,119,Paycheck,5.9
60000000,4.801849,0,119,Up Close & Personal,5.9
60000000,16.493576,50877145,93,The Tale of Despereaux,5.8
0,21.549232,0,98,The Tuxedo,5.3
60000000,13.080725,104324083,100,Under Siege 2: Dark Territory,5.6
60000000,42.538258,50549107,105,Jack Ryan: Shadow Recruit,5.9
60000000,29.876507,101134059,124,Joy,6.4
60000000,61.849521,205754447,99,London Has Fallen,5.8
70000000,37.44963,162000000,109,Alien: Resurrection,5.9
61000000,37.378081,95696996,124,Shooter,6.9
60000000,30.656345,108255770,97,The Boxtrolls,6.6
75000000,15.142701,46683377,104,Practical Magic,6.3
60000000,59.547928,469160692,100,The Lego Movie,7.5
0,19.998581,0,115,Miss Congeniality 2: Armed and Fabulous,5.3
60000000,27.615108,43061982,101,Reign of Fire,6
60000000,29.041198,105200903,113,Gangster Squad,6.2
60000000,25.293538,62357900,97,Year One,4.6
60000000,23.85119,122233971,134,Invictus,7
60000000,21.685719,87784194,127,State of Play,6.7
78146652,13.630049,60000000,125,Duplicity,5.7
65000000,6.80692,36850101,94,My Favorite Martian,5.1
60000000,15.352807,77920346,108,The Sentinel,5.8
70000000,23.661071,104945765,91,Planet 51,5.6
60000000,21.605533,67312826,117,Star Trek: Nemesis,6.1
60000000,22.620125,119940815,100,Intolerable Cruelty,5.8
0,18.587114,0,111,Trouble with the Curve,6.6
80000000,24.657931,74901339,117,Edge of Darkness,6.2
60000000,12.621769,33956608,110,The Relic,5.8
60000000,21.08952,55003135,96,Analyze That,5.7
60000000,18.380176,73174566,101,Righteous Kill,5.9
60000000,18.877795,0,111,Mercury Rising,6
60000000,17.299333,31720158,109,The Soloist,6.6
80000000,16.848899,39459427,126,The Legend of Bagger Vance,6.3
60000000,21.547446,47383689,122,Almost Famous,7.4
0,16.930969,141702264,78,Garfield: A Tail of Two Kitties,5.1
60000000,36.689223,71073932,101,xXx: State of the Union,4.7
60000000,28.350927,78309131,87,Priest,5.4
60000000,18.815442,26288320,86,Sinbad: Legend of the Seven Seas,6.6
60000000,29.787135,26673242,96,Event Horizon,6.5
60000000,8.927137,52322400,104,Dragonfly,6.1
50000000,15.213484,49111202,121,The Black Dahlia,5.7
60000000,13.155999,17800000,140,Flyboys,6.3
72000000,15.433244,27642707,131,The Last Castle,7
90000000,5.762037,14828081,91,Supernova,4.9
60000000,22.736038,30800231,118,Winter's Tale,6
60000000,45.514031,90565421,130,The Mortal Instruments: City of Bones,6.2
60000000,18.676291,50650079,90,Meet Dave,5
30000000,14.376463,25473093,105,Dark Water,5.3
80000000,14.298297,0,122,Edtv,5.7
60000000,27.018886,57490374,106,Inkheart,6
60000000,14.84856,39031337,103,The Spirit,4.7
60000000,52.417529,30418560,106,Mortdecai,5.4
60000000,15.406173,0,127,In the Name of the King: A Dungeon Siege Tale,4.1
35000000,6.523472,0,127,Beyond Borders,6.7
68490000,4.72629,193677158,120,The Monkey King 2,6
80000000,8.923215,10166502,132,The Great Raid,6.8
58000000,514.569956,783112979,108,Deadpool,7.4
60000000,9.265672,0,114,Holy Man,4.9
58800000,87.53437,542307423,133,American Sniper,7.4
58000000,45.351617,158162788,103,Goosebumps,6.2
58000000,13.43573,102854431,95,Just Like Heaven,6.5
83000000,6.248309,59468275,90,The Flintstones in Viva Rock Vegas,4.4
63000000,31.294717,189015611,102,Rambo III,5.7
58000000,7.739276,41299492,114,Leatherheads,5.7
60000000,19.694695,0,119,The Ridiculous 6,4.9
58000000,14.403696,85280250,103,Did You Hear About the Morgans?,5.1
58000000,1.551497,44000000,119,The Internship,6.1
60000000,2.143764,300228084,97,Resident Evil: Afterlife,5.8
58000000,12.29603,50365377,125,Red Tails,5.9
57000000,33.8473,152944660,144,The Devil's Advocate,7.2
70000000,21.723897,58058367,116,That's My Boy,5.5
57000000,31.791979,115267375,103,DragonHeart,6.4
60000000,14.113066,61347797,97,After the Sunset,6
57000000,48.622278,149217355,95,Ghost Rider: Spirit of Vengeance,4.7
57000000,9.061866,62112895,131,Captain Corelli's Mandolin,5.5
56000000,35.4763,113006880,95,The Pacifier,5.8
56000000,23.438398,57223890,86,Walking Tall,6
55000000,138.133331,677945399,142,Forrest Gump,8.2
60000000,47.336034,361366633,92,Alvin and the Chipmunks,5.5
55000000,29.97224,330444045,108,Meet the Parents,6.6
55000000,47.845589,346079773,81,Pocahontas,6.7
55000000,48.507081,300218018,143,Superman,6.9
54000000,20.28119,128769345,95,The Nutty Professor,5.4
70000000,34.576913,368100420,118,Hitch,6.4
55000000,22.573237,0,92,George of the Jungle,5.4
55000000,36.194802,231449203,103,American Wedding,6
55000000,52.786917,95000000,134,Captain Phillips,7.6
55000000,38.06168,152263880,97,Date Night,5.9
50000000,19.830132,287928194,100,Casper,6
55000000,79.922059,192330738,132,The Equalizer,7.1
55000000,19.738215,154906693,105,Maid in Manhattan,5.6
53000000,20.334629,157387195,116,Crimson Tide,7
55000000,80.581367,307077295,117,The Pursuit of Happyness,7.7
55000000,32.05145,223387299,98,Flightplan,6.1
55000000,15.064058,214015089,123,Disclosure,5.9
55000000,21.272734,198685114,114,City of Angels,6.4
30000000,79.754966,180949000,111,Kill Bill: Vol. 1,7.7
55000000,13.191829,0,97,Bowfinger,6
30000000,50.622607,152159461,136,Kill Bill: Vol. 2,7.6
55000000,22.787667,63408614,104,Tango & Cash,6.1
55000000,29.498304,149022650,104,Death Becomes Her,6.3
55000000,25.400935,56932305,110,Shanghai Noon,6.2
55000000,17.231675,121969216,133,Executive Decision,5.8
55000000,32.835777,187361754,94,Mr. Popper's Penguins,5.7
55000000,17.097041,127906624,104,The Forbidden Kingdom,6.3
55000000,14.414937,110000000,91,Free Birds,5.7
50000000,45.856409,159773545,114,Alien³,6.2
55000000,7.027139,141047179,134,Evita,5.9
55000000,32.657488,41610884,122,Ronin,6.7
50000000,12.46525,75000000,109,The Ghost and the Darkness,6.4
55000000,39.882276,259207227,95,Paddington,7
